TB_Seal_ID	NDL_IIIF_Image_API_Base_URI	x	y	width	height
T1_016_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000018	916	638	220	290
T1_016_A53	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000018	876	2468	250	270
T1_016_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000018	586	630	260	330
T1_016_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000018	572	2464	250	340
T1_016_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	4628	606	200	350
T1_016_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	4002	610	210	130
T1_016_B31_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	4004	740	210	190
T1_016_B33	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	4020	2420	200	300
T1_016_B33_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	4120	2750	160	220
T1_016_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	3684	598	230	270
T1_016_B41_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	3682	860	220	260
T1_016_B41_3	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	3672	1134	250	290
T1_016_B41_4	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	3688	1460	250	300
T1_016_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	3366	606	210	190
T1_016_B51_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	3360	814	220	280
T1_017_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	2156	640	210	240
T1_017_A11_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	2168	904	180	220
T1_017_A13	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	2132	2424	260	270
T1_017_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	1822	626	240	280
T1_017_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	1824	2410	260	410
T1_017_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	1520	624	250	270
T1_017_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	1510	2418	210	270
T1_017_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	1208	614	250	390
T1_017_A43	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	1210	2416	210	240
T1_017_A43_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	1210	2638	210	250
T1_017_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	898	622	260	270
T1_017_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	906	2432	250	280
T1_017_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	592	642	240	250
T1_017_A61_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	576	874	250	300
T1_017_A63	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	546	2422	250	320
T1_017_A63_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000019	566	2728	240	300
T1_017_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	4628	606	240	260
T1_017_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	4620	2434	230	280
T1_017_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	4312	612	230	250
T1_017_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	4320	2424	210	270
T1_017_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	3994	604	240	270
T1_017_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	4000	2412	260	310
T1_017_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	3702	606	230	240
T1_017_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	3702	2412	250	290
T1_017_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	3384	594	250	290
T1_017_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	3366	2426	250	310
T1_017_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	3078	602	220	280
T1_018_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	2122	614	290	370
T1_018_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	2084	2434	250	330
T1_018_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	1806	842	230	300
T1_018_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	1780	2430	250	330
T1_018_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	1500	604	260	290
T1_018_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	1470	2444	230	270
T1_018_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	1200	806	260	330
T1_018_A43	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	1166	2442	290	410
T1_018_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	894	604	270	360
T1_018_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	844	2418	270	320
T1_018_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	590	802	270	280
T1_018_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000020	542	2426	290	320
T1_018_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4614	584	286	360
T1_018_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4626	2452	256	334
T1_018_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4318	770	292	316
T1_018_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4324	2422	252	310
T1_018_B22_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4334	2746	246	294
T1_018_B22_3	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4342	3050	232	216
T1_018_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4006	618	244	444
T1_018_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4020	2424	228	250
T1_018_B32_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	4010	2678	240	276
T1_018_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	3700	592	268	312
T1_018_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	3702	2440	258	264
T1_018_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	3368	788	234	292
T1_018_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	3402	2434	240	276
T1_018_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	3052	600	246	340
T1_018_B62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	3082	2458	226	280
T1_019_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	2202	634	256	310
T1_019_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	2166	2454	280	276
T1_019_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	1880	624	228	270
T1_019_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	1854	2468	282	376
T1_019_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	1564	812	228	294
T1_019_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	1544	2472	258	334
T1_019_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	1252	598	264	346
T1_019_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	1238	2460	210	208
T1_019_A42_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	1240	2678	222	280
T1_019_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	946	842	258	298
T1_019_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	912	2470	214	310
T1_019_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	622	616	244	292
T1_019_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000021	630	2450	228	346
T1_019_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	4588	580	250	360
T1_019_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	4572	2404	250	360
T1_019_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	4296	590	230	270
T1_019_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	4272	2432	240	280
T1_019_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3982	584	260	310
T1_019_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3972	2396	260	300
T1_019_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3678	792	240	340
T1_019_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3654	2402	250	330
T1_019_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3332	592	250	320
T1_019_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3340	2412	230	310
T1_019_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3022	584	260	300
T1_019_B62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	3076	2408	200	340
T1_020_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	2142	660	250	290
T1_020_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	2112	2454	250	310
T1_020_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	1812	636	290	380
T1_020_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	1810	2476	260	340
T1_020_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	1522	646	240	320
T1_020_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	1508	2466	260	310
T1_020_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	1216	660	230	330
T1_020_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	1194	2466	280	300
T1_020_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	892	652	270	270
T1_020_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	898	2450	220	320
T1_020_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	584	652	270	300
T1_020_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000022	592	2464	250	370
T1_020_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	4620	630	250	270
T1_020_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	4634	2452	250	310
T1_020_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	4322	618	240	320
T1_020_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	4314	2450	230	280
T1_020_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	4016	624	250	310
T1_020_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	4034	2442	230	390
T1_020_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	3694	642	270	320
T1_020_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	3690	2460	270	350
T1_020_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	3392	614	240	320
T1_020_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	3370	2446	260	300
T1_020_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	3062	780	240	260
T1_021_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	1474	612	190	330
T1_021_A33	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	1472	2406	240	240
T1_021_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	1164	768	210	250
T1_021_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	1148	2400	220	230
T1_021_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	838	628	230	340
T1_021_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	856	2458	210	220
T1_021_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000023	530	796	270	300
T1_021_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	4276	572	190	200
T1_021_B21_2	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	4296	758	180	350
T1_021_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	4322	2388	180	230
T1_021_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	3954	756	220	340
T1_021_B33	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	3972	2532	290	380
T1_021_B43	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	3662	2408	240	450
T1_021_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	3316	826	260	330
T1_021_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	3348	2588	260	350
T1_021_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	2990	640	270	260
T1_021_B64	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	3040	2424	250	360
T1_022_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	2092	596	270	340
T1_022_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	2104	2410	280	330
T1_022_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	1768	610	290	360
T1_022_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	1776	2408	290	360
T1_022_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	1482	636	250	330
T1_022_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	1482	2432	240	200
T1_022_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	1164	614	260	280
T1_022_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	1164	2412	290	400
T1_022_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	852	644	300	300
T1_022_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	894	2426	240	320
T1_022_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	574	636	270	240
T1_022_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000024	572	2430	280	290
T1_022_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	4568	584	240	340
T1_022_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	4574	2394	260	320
T1_022_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	4260	600	250	250
T1_022_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	4278	2428	250	280
T1_022_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	3946	580	280	350
T1_022_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	3942	2434	260	240
T1_022_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	3638	598	270	280
T1_022_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	3642	2426	290	320
T1_022_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	3324	586	270	240
T1_022_B53	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	3316	2434	260	370
T1_022_B62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	3024	2424	260	360
T1_023_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	2160	642	250	330
T1_023_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	2132	2426	270	290
T1_023_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	1844	608	260	420
T1_023_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	1834	2468	240	340
T1_023_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	1524	620	290	240
T1_023_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	1502	2466	280	340
T1_023_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	1228	622	230	210
T1_023_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	1202	2474	250	310
T1_023_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	900	622	260	300
T1_023_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	896	2476	270	300
T1_023_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	612	622	230	300
T1_023_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000025	582	2458	270	350
T1_023_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	4582	572	260	380
T1_023_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	4576	2402	240	260
T1_023_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	4268	594	250	320
T1_023_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	4248	2392	250	250
T1_023_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	3948	572	260	300
T1_023_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	3928	2378	250	320
T1_023_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	3640	550	220	340
T1_023_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	3648	2376	270	390
T1_023_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	3330	544	270	310
T1_023_B53	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	3324	2380	260	360
T1_023_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	2984	544	270	310
T1_023_B62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	3006	2372	260	330
T1_024_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	2096	634	250	300
T1_024_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	2124	2426	260	330
T1_024_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	1786	624	250	400
T1_024_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	1802	2436	250	400
T1_024_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	1464	618	260	310
T1_024_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	1492	2456	260	410
T1_024_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	1166	636	270	350
T1_024_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	1180	2490	270	310
T1_024_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	862	636	240	320
T1_024_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	874	2496	210	300
T1_024_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	560	642	260	350
T1_024_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000026	568	2474	230	230
T1_024_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	4528	630	250	280
T1_024_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	4562	2396	260	360
T1_024_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	4226	616	240	320
T1_024_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	4242	2418	240	290
T1_024_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	3932	612	270	260
T1_024_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	3936	2428	250	310
T1_024_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	3608	2424	270	240
T1_024_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	3302	590	270	270
T1_024_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	3316	2416	260	350
T1_024_B62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	3008	2420	260	290
T1_025_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	2056	612	260	330
T1_025_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	2078	2420	240	300
T1_025_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	1750	642	240	270
T1_025_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	1766	2418	280	380
T1_025_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	1128	634	230	290
T1_025_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	1132	2464	240	300
T1_025_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	836	630	280	360
T1_025_A53	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	840	2472	250	310
T1_025_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	530	650	250	270
T1_025_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000027	516	2472	250	370
T1_025_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	4512	618	240	360
T1_025_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	4506	2424	300	330
T1_025_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	4212	608	260	290
T1_025_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	4170	2396	260	350
T1_025_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	3898	596	280	310
T1_025_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	3892	2402	260	300
T1_025_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	3588	592	270	310
T1_025_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	3576	2392	270	300
T1_025_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	3284	588	290	300
T1_025_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	3242	2384	280	300
T1_025_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	2988	596	240	260
T1_025_B62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	2962	2388	270	360
T1_026_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	2092	614	280	300
T1_026_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	2086	2410	270	300
T1_026_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	1776	596	280	420
T1_026_A22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	1802	2416	210	300
T1_026_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	1490	614	250	310
T1_026_A33	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	1482	2432	230	350
T1_026_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	1190	606	260	340
T1_026_A42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	1166	2400	240	340
T1_026_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	856	618	280	380
T1_026_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	868	2416	280	370
T1_026_A61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	574	626	250	300
T1_026_A62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000028	558	2432	280	310
T1_026_B11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	4618	632	280	450
T1_026_B12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	4594	2422	240	300
T1_026_B21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	4302	638	270	380
T1_026_B22	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	4280	2444	240	290
T1_026_B31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3994	612	240	250
T1_026_B32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3972	2414	250	390
T1_026_B41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3694	622	250	290
T1_026_B42	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3652	2418	270	340
T1_026_B51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3370	622	230	220
T1_026_B52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3338	2414	250	320
T1_026_B61	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3032	598	300	300
T1_026_B62	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	3026	2444	250	270
T1_027_A11	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	2102	626	280	320
T1_027_A12	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	2096	2424	280	350
T1_027_A21	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	1792	634	260	360
T1_027_A23	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	1784	2442	260	310
T1_027_A31	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	1472	612	290	410
T1_027_A32	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	1464	2466	270	330
T1_027_A41	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	1162	618	260	310
T1_027_A43	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	1160	2454	270	360
T1_027_A51	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	828	614	300	340
T1_027_A52	https://www.dl.ndl.go.jp/api/iiif/1245837/R0000029	846	2430	260	310
