TB_Seal_ID	NDL_IIIF_Image_API_Base_URI	x	y	width	height
T2_012_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4390	656	310	410
T2_012_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4362	2368	300	450
T2_012_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4088	628	250	440
T2_012_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4086	2404	260	470
T2_012_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3814	638	250	360
T2_012_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3796	2382	250	390
T2_012_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3494	616	230	300
T2_012_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3476	2378	270	450
T2_012_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3190	636	260	310
T2_012_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3148	2434	320	480
T2_013_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	2132	660	280	470
T2_013_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	2134	2398	260	470
T2_013_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1824	594	310	230
T2_013_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1820	2378	290	440
T2_013_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1516	604	280	400
T2_013_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1486	2386	300	530
T2_013_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1226	638	240	410
T2_013_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1204	2392	270	500
T2_013_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	910	622	280	430
T2_013_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	886	2382	290	500
T2_013_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	610	636	270	300
T2_013_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	592	2344	290	430
T2_013_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4766	634	230	250
T2_013_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4772	2388	260	460
T2_013_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4458	628	240	370
T2_013_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4450	2414	250	320
T2_013_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4106	612	310	390
T2_013_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4158	2444	280	390
T2_013_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3810	614	320	420
T2_013_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3812	2406	320	450
T2_013_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3484	616	290	420
T2_013_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3484	2418	310	460
T2_013_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3212	626	270	440
T2_013_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3198	2400	300	440
T2_014_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	2106	642	260	370
T2_014_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	2102	2436	300	410
T2_014_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1802	628	310	260
T2_014_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1788	2434	300	470
T2_014_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1462	662	320	440
T2_014_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1470	2448	300	400
T2_014_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1160	660	280	380
T2_014_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1168	2422	260	420
T2_014_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	866	664	260	400
T2_014_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	844	2434	270	470
T2_014_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	558	646	280	480
T2_014_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	532	2440	310	380
T2_014_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4720	656	260	390
T2_014_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4700	2410	300	420
T2_014_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4440	642	280	340
T2_014_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4398	2426	280	290
T2_014_B22_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4522	2758	210	230
T2_014_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4110	638	320	370
T2_014_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4088	2408	270	310
T2_014_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3810	632	270	410
T2_014_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3776	2414	270	400
T2_014_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3464	620	300	380
T2_014_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3458	2422	290	380
T2_014_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3184	618	280	310
T2_014_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3132	2404	320	370
T2_015_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	2112	618	280	470
T2_015_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	2112	2418	310	400
T2_015_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1788	612	300	370
T2_015_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1798	2408	300	380
T2_015_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1436	636	340	400
T2_015_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1470	2420	310	380
T2_015_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1152	654	270	300
T2_015_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1174	2398	280	390
T2_015_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	858	644	270	410
T2_015_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	822	2410	280	400
T2_015_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	558	650	280	410
T2_015_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	558	2408	260	360
T2_015_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4714	660	240	360
T2_015_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4698	2406	250	330
T2_015_B12_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4786	2776	190	240
T2_015_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4396	658	290	380
T2_015_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4390	2420	280	390
T2_015_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4084	648	270	330
T2_015_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4082	2428	280	410
T2_015_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3758	630	320	470
T2_015_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3762	2418	330	370
T2_015_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3432	632	290	360
T2_015_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3448	2414	310	420
T2_015_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3186	638	220	450
T2_015_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3162	2434	300	430
T2_016_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	2126	596	260	400
T2_016_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	2102	2386	300	420
T2_016_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1804	600	300	480
T2_016_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1800	2386	300	420
T2_016_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1468	596	290	400
T2_016_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1476	2380	290	280
T2_016_A32_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1464	2654	310	340
T2_016_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1190	618	220	380
T2_016_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1190	2366	230	420
T2_016_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	876	614	280	380
T2_016_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	858	2388	270	440
T2_016_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	582	622	300	410
T2_016_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	546	2370	290	490
T2_016_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4706	638	260	410
T2_016_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4668	2406	280	520
T2_016_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4400	644	290	430
T2_016_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4378	2382	280	450
T2_016_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4090	634	300	380
T2_016_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4060	2398	300	430
T2_016_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	3778	624	300	450
T2_016_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	3744	2386	300	480
T2_016_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	3482	602	270	410
T2_016_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	3452	2404	310	320
T2_016_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	3144	2408	250	370
T3_001_A31	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000003	1468	576	330	370
T3_001_A41	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000003	1164	582	290	410
T3_001_A42	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000003	1206	2352	280	440
T3_001_A51	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000003	864	612	290	370
T3_001_A52	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000003	884	2368	290	410
T3_001_A61	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000003	566	616	290	420
T3_001_B11	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000004	4856	586	340	500
T3_001_B12	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000004	4860	2332	310	440
T3_001_B21	https://www.dl.ndl.go.jp/api/iiif/1245852/R0000004	4528	600	320	380
T3_070_B31	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	4078	636	270	390
T3_070_B32	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	4104	2388	260	340
T3_070_B41	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	3792	892	240	310
T3_070_B42	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	3776	2412	270	390
T3_070_B51	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	3452	642	270	360
T3_070_B52	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	3458	2404	270	380
T3_070_B61	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	3148	656	300	440
T3_070_B62	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	3136	2400	280	380
T3_071_A11	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	2064	606	290	430
T3_071_A12	https://www.dl.ndl.go.jp/api/iiif/1243006/R0000026	2076	2360	340	470
T4_001_A21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	1796	660	250	400
T4_001_A22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	1812	2396	310	430
T4_001_A31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	1474	636	320	370
T4_001_A32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	1494	2392	320	370
T4_001_A42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	1176	2440	320	430
T4_001_A51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	888	658	270	460
T4_001_A61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	568	656	300	390
T4_001_A62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000003	588	2416	290	380
T4_001_B11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	4744	618	320	360
T4_001_B12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	4750	2396	330	360
T4_001_B21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	4460	636	290	380
T4_001_B22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	4454	2380	270	360
T4_001_B31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	4154	632	310	360
T4_001_B32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	4134	2384	290	400
T4_001_B51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	3530	618	290	380
T4_001_B51_2	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	3664	994	220	220
T4_001_B53	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	3496	2392	330	370
T4_001_B61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	3214	622	320	430
T4_001_B62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	3190	2396	310	420
T4_002_A11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	2074	662	270	460
T4_002_A12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	2094	2420	270	400
T4_002_A22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	1762	2406	350	450
T4_002_A31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	1426	656	320	410
T4_002_A32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	1458	2426	280	340
T4_002_A42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	1144	2434	280	400
T4_002_A52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	840	2432	280	320
T4_002_A61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	512	694	330	400
T4_002_A62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000004	522	2436	310	380
T4_002_B11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	4700	660	280	380
T4_002_B12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	4692	2424	270	330
T4_002_B21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	4378	650	310	400
T4_002_B22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	4362	2448	320	360
T4_002_B32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	4072	2432	270	390
T4_002_B41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	3802	650	320	360
T4_002_B43	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	3756	2408	260	360
T4_002_B51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	3496	646	310	390
T4_002_B52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	3422	2432	320	390
T4_002_B61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	3142	640	340	430
T4_003_A21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	1718	634	320	420
T4_003_A31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	1412	630	290	410
T4_003_A32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	1404	2434	290	420
T4_003_A41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	1104	658	300	360
T4_003_A42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	1100	2438	280	370
T4_003_A52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	794	2434	280	380
T4_003_A61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	492	660	300	380
T4_003_A62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000005	482	2430	330	400
T4_003_B11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	4646	666	320	390
T4_003_B12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	4636	2396	310	390
T4_003_B21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	4330	648	320	490
T4_003_B22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	4324	2400	320	390
T4_003_B31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	4030	640	330	460
T4_003_B32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	4032	2392	280	580
T4_003_B41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	3728	652	300	410
T4_003_B42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	3726	2400	310	410
T4_003_B51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	3422	648	310	390
T4_003_B52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	3412	2386	290	400
T4_003_B61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	3138	654	280	420
T4_003_B62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	3106	2408	280	360
T4_004_A11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	2066	618	340	380
T4_004_A12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	2124	2390	290	380
T4_004_A21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	1770	620	310	450
T4_004_A31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	1460	620	310	410
T4_004_A32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	1500	2418	270	400
T4_004_A41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	1172	658	310	380
T4_004_A42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	1168	2404	330	460
T4_004_A51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	842	654	290	450
T4_004_A52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	884	2426	260	460
T4_004_A61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	546	668	310	390
T4_004_A62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000006	576	2426	300	490
T4_004_B11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	4672	644	320	430
T4_004_B12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	4682	2424	300	400
T4_004_B21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	4382	654	300	390
T4_004_B22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	4394	2448	300	370
T4_004_B31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	4088	650	300	390
T4_004_B32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	4096	2424	260	470
T4_004_B41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	3780	646	290	470
T4_004_B43	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	3766	2450	310	420
T4_004_B51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	3456	650	300	360
T4_004_B52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	3458	2430	290	380
T4_004_B61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	3134	646	330	350
T4_004_B62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	3128	2446	320	500
T4_005_A11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	2086	664	270	430
T4_005_A12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	2098	2446	300	380
T4_005_A21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	1722	644	350	400
T4_005_A32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	1464	2444	300	420
T4_005_A41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	1154	682	300	370
T4_005_A42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	1154	2450	290	370
T4_005_A51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	848	670	270	370
T4_005_A52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	836	2446	310	440
T4_005_A61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	504	672	340	490
T4_005_A62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000007	526	2448	270	490
T4_005_B12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	4672	2444	260	410
T4_005_B21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	4396	678	260	380
T4_005_B22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	4354	2432	280	390
T4_005_B31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	4058	674	340	480
T4_005_B32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	4040	2436	310	440
T4_005_B41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	3754	672	310	430
T4_005_B42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	3730	2448	300	370
T4_005_B51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	3446	658	320	420
T4_005_B52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	3402	2450	330	430
T4_005_B61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	3138	656	290	420
T4_006_A11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	2076	630	290	410
T4_006_A12	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	2096	2394	300	490
T4_006_A21	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	1762	620	290	430
T4_006_A22	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	1774	2424	320	500
T4_006_A31	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	1456	624	290	510
T4_006_A32	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	1474	2412	300	420
T4_006_A41	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	1156	652	300	470
T4_006_A42	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	1166	2406	310	520
T4_006_A51	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	840	672	320	430
T4_006_A52	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	852	2414	330	470
T4_006_A61	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	512	690	320	410
T4_006_A62	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000008	532	2452	310	430
T4_006_B11	https://www.dl.ndl.go.jp/api/iiif/1243011/R0000009	4600	674	280	480
T5_002_A31	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	1472	326	300	530
T5_002_A32	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	1458	2114	300	410
T5_002_A41	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	1186	354	290	350
T5_002_A42	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	1162	2116	290	390
T5_002_A51	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	878	360	290	420
T5_002_A52	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	834	2086	300	410
T5_002_A61	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	554	362	300	400
T5_002_A62	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000004	524	2098	300	350
T5_002_B11	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000005	4802	350	290	440
T5_002_B21	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000005	4512	2100	300	370
T5_002_B31	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000005	4224	2114	240	330
T5_002_B41	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000005	3902	356	300	420
T5_002_B42	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000005	3898	2114	320	380
T5_002_B51	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000005	3552	348	320	440
T5_002_B52	https://www.dl.ndl.go.jp/api/iiif/1243018/R0000005	3576	2124	280	350
T6_001_A31	https://www.dl.ndl.go.jp/api/iiif/1243035/R0000003	1432	888	300	250
T6_001_A32	https://www.dl.ndl.go.jp/api/iiif/1243035/R0000003	1454	2586	310	360
T6_001_A41	https://www.dl.ndl.go.jp/api/iiif/1243035/R0000003	1162	900	270	270
T6_001_A42	https://www.dl.ndl.go.jp/api/iiif/1243035/R0000003	1170	2654	250	290
T6_001_A51	https://www.dl.ndl.go.jp/api/iiif/1243035/R0000003	844	916	270	270
